Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
8.46844e-05, 402.09, 1.8252e+19, 8.9242e+08, 3.03494e+18, 1.5187e+18, 1.24074e+13, 1.79492e+14, 4.91474e+13, 6.46655e+14
8.47844e-05, 402.091, 1.82519e+19, 8.85125e+08, 3.03493e+18, 1.5187e+18, 1.23603e+13, 1.78841e+14, 4.89797e+13, 6.46725e+14
8.48844e-05, 402.092, 1.82519e+19, 8.77907e+08, 3.03492e+18, 1.51869e+18, 1.23134e+13, 1.78192e+14, 4.88126e+13, 6.46796e+14
8.49844e-05, 402.094, 1.82518e+19, 8.70766e+08, 3.03491e+18, 1.51869e+18, 1.22667e+13, 1.77545e+14, 4.86459e+13, 6.46865e+14
8.50844e-05, 402.095, 1.82518e+19, 8.637e+08, 3.0349e+18, 1.51868e+18, 1.22201e+13, 1.769e+14, 4.84798e+13, 6.46934e+14
8.51844e-05, 402.096, 1.82517e+19, 8.56709e+08, 3.03489e+18, 1.51868e+18, 1.21738e+13, 1.76258e+14, 4.83141e+13, 6.47003e+14
8.52844e-05, 402.098, 1.82516e+19, 8.49791e+08, 3.03488e+18, 1.51868e+18, 1.21276e+13, 1.75618e+14, 4.81489e+13, 6.47071e+14
8.53844e-05, 402.099, 1.82516e+19, 8.42945e+08, 3.03487e+18, 1.51867e+18, 1.20816e+13, 1.7498e+14, 4.79842e+13, 6.47138e+14
8.54844e-05, 402.1, 1.82515e+19, 8.36171e+08, 3.03486e+18, 1.51867e+18, 1.20358e+13, 1.74344e+14, 4.782e+13, 6.47205e+14
8.55844e-05, 402.101, 1.82515e+19, 8.29467e+08, 3.03485e+18, 1.51866e+18, 1.19902e+13, 1.73711e+14, 4.76563e+13, 6.47271e+14
8.56844e-05, 402.103, 1.82514e+19, 8.22833e+08, 3.03484e+18, 1.51866e+18, 1.19448e+13, 1.7308e+14, 4.7493e+13, 6.47337e+14
8.57844e-05, 402.104, 1.82514e+19, 8.16267e+08, 3.03483e+18, 1.51866e+18, 1.18995e+13, 1.72451e+14, 4.73303e+13, 6.47402e+14
8.58844e-05, 402.105, 1.82513e+19, 8.09769e+08, 3.03482e+18, 1.51865e+18, 1.18544e+13, 1.71824e+14, 4.7168e+13, 6.47466e+14
8.59844e-05, 402.106, 1.82512e+19, 8.03337e+08, 3.03481e+18, 1.51865e+18, 1.18096e+13, 1.71199e+14, 4.70062e+13, 6.4753e+14
8.60844e-05, 402.108, 1.82512e+19, 7.96971e+08, 3.0348e+18, 1.51864e+18, 1.17648e+13, 1.70577e+14, 4.68449e+13, 6.47594e+14
8.61844e-05, 402.109, 1.82511e+19, 7.9067e+08, 3.03479e+18, 1.51864e+18, 1.17203e+13, 1.69956e+14, 4.66841e+13, 6.47656e+14
8.62844e-05, 402.11, 1.82511e+19, 7.84433e+08, 3.03478e+18, 1.51864e+18, 1.16759e+13, 1.69338e+14, 4.65238e+13, 6.47719e+14
8.63844e-05, 402.111, 1.8251e+19, 7.78259e+08, 3.03478e+18, 1.51863e+18, 1.16317e+13, 1.68722e+14, 4.6364e+13, 6.47781e+14
8.64844e-05, 402.112, 1.8251e+19, 7.72148e+08, 3.03477e+18, 1.51863e+18, 1.15877e+13, 1.68109e+14, 4.62046e+13, 6.47842e+14
8.65844e-05, 402.114, 1.82509e+19, 7.66098e+08, 3.03476e+18, 1.51862e+18, 1.15439e+13, 1.67497e+14, 4.60457e+13, 6.47903e+14
8.66844e-05, 402.115, 1.82509e+19, 7.60109e+08, 3.03475e+18, 1.51862e+18, 1.15002e+13, 1.66888e+14, 4.58873e+13, 6.47963e+14
8.67844e-05, 402.116, 1.82508e+19, 7.54179e+08, 3.03474e+18, 1.51862e+18, 1.14567e+13, 1.6628e+14, 4.57294e+13, 6.48023e+14
8.68844e-05, 402.117, 1.82507e+19, 7.48309e+08, 3.03473e+18, 1.51861e+18, 1.14134e+13, 1.65675e+14, 4.5572e+13, 6.48082e+14
8.69844e-05, 402.118, 1.82507e+19, 7.42497e+08, 3.03472e+18, 1.51861e+18, 1.13702e+13, 1.65072e+14, 4.5415e+13, 6.48141e+14
8.70844e-05, 402.12, 1.82506e+19, 7.36743e+08, 3.03471e+18, 1.51861e+18, 1.13272e+13, 1.64471e+14, 4.52585e+13, 6.48199e+14
8.71844e-05, 402.121, 1.82506e+19, 7.31045e+08, 3.0347e+18, 1.5186e+18, 1.12844e+13, 1.63873e+14, 4.51025e+13, 6.48257e+14
8.72844e-05, 402.122, 1.82505e+19, 7.25404e+08, 3.03469e+18, 1.5186e+18, 1.12417e+13, 1.63276e+14, 4.4947e+13, 6.48315e+14
8.73844e-05, 402.123, 1.82505e+19, 7.19818e+08, 3.03468e+18, 1.51859e+18, 1.11992e+13, 1.62682e+14, 4.47919e+13, 6.48372e+14
8.74844e-05, 402.124, 1.82504e+19, 7.14287e+08, 3.03468e+18, 1.51859e+18, 1.11569e+13, 1.62089e+14, 4.46373e+13, 6.48428e+14
8.75844e-05, 402.126, 1.82504e+19, 7.0881e+08, 3.03467e+18, 1.51859e+18, 1.11147e+13, 1.61499e+14, 4.44832e+13, 6.48484e+14
8.76844e-05, 402.127, 1.82503e+19, 7.03386e+08, 3.03466e+18, 1.51858e+18, 1.10727e+13, 1.60911e+14, 4.43296e+13, 6.4854e+14
8.77844e-05, 402.128, 1.82503e+19, 6.98015e+08, 3.03465e+18, 1.51858e+18, 1.10309e+13, 1.60325e+14, 4.41764e+13, 6.48595e+14
8.78844e-05, 402.129, 1.82502e+19, 6.92696e+08, 3.03464e+18, 1.51857e+18, 1.09892e+13, 1.59741e+14, 4.40237e+13, 6.48649e+14
8.79844e-05, 402.13, 1.82502e+19, 6.87428e+08, 3.03463e+18, 1.51857e+18, 1.09477e+13, 1.59159e+14, 4.38715e+13, 6.48703e+14
8.80844e-05, 402.131, 1.82501e+19, 6.82211e+08, 3.03462e+18, 1.51857e+18, 1.09064e+13, 1.58579e+14, 4.37198e+13, 6.48757e+14
8.81844e-05, 402.132, 1.82501e+19, 6.77044e+08, 3.03461e+18, 1.51856e+18, 1.08652e+13, 1.58001e+14, 4.35685e+13, 6.48811e+14
8.82844e-05, 402.134, 1.825e+19, 6.71926e+08, 3.03461e+18, 1.51856e+18, 1.08242e+13, 1.57426e+14, 4.34177e+13, 6.48863e+14
8.83844e-05, 402.135, 1.825e+19, 6.66857e+08, 3.0346e+18, 1.51856e+18, 1.07833e+13, 1.56852e+14, 4.32674e+13, 6.48916e+14
8.84844e-05, 402.136, 1.82499e+19, 6.61837e+08, 3.03459e+18, 1.51855e+18, 1.07426e+13, 1.56281e+14, 4.31175e+13, 6.48968e+14
8.85844e-05, 402.137, 1.82499e+19, 6.56864e+08, 3.03458e+18, 1.51855e+18, 1.07021e+13, 1.55711e+14, 4.29681e+13, 6.4902e+14
8.86844e-05, 402.138, 1.82498e+19, 6.51938e+08, 3.03457e+18, 1.51855e+18, 1.06617e+13, 1.55144e+14, 4.28191e+13, 6.49071e+14
8.87844e-05, 402.139, 1.82498e+19, 6.47059e+08, 3.03456e+18, 1.51854e+18, 1.06214e+13, 1.54578e+14, 4.26707e+13, 6.49122e+14
8.88844e-05, 402.14, 1.82497e+19, 6.42225e+08, 3.03455e+18, 1.51854e+18, 1.05814e+13, 1.54015e+14, 4.25226e+13, 6.49172e+14
8.89844e-05, 402.141, 1.82496e+19, 6.37437e+08, 3.03455e+18, 1.51853e+18, 1.05414e+13, 1.53453e+14, 4.23751e+13, 6.49222e+14
8.90844e-05, 402.143, 1.82496e+19, 6.32694e+08, 3.03454e+18, 1.51853e+18, 1.05017e+13, 1.52894e+14, 4.2228e+13, 6.49272e+14
8.91844e-05, 402.144, 1.82495e+19, 6.27996e+08, 3.03453e+18, 1.51853e+18, 1.04621e+13, 1.52337e+14, 4.20814e+13, 6.49321e+14
8.92844e-05, 402.145, 1.82495e+19, 6.2334e+08, 3.03452e+18, 1.51852e+18, 1.04226e+13, 1.51781e+14, 4.19352e+13, 6.4937e+14
8.93844e-05, 402.146, 1.82494e+19, 6.18729e+08, 3.03451e+18, 1.51852e+18, 1.03833e+13, 1.51228e+14, 4.17895e+13, 6.49418e+14
8.94844e-05, 402.147, 1.82494e+19, 6.1416e+08, 3.03451e+18, 1.51852e+18, 1.03441e+13, 1.50677e+14, 4.16442e+13, 6.49466e+14
8.95844e-05, 402.148, 1.82494e+19, 6.09633e+08, 3.0345e+18, 1.51851e+18, 1.03051e+13, 1.50127e+14, 4.14995e+13, 6.49514e+14
8.96844e-05, 402.149, 1.82493e+19, 6.05148e+08, 3.03449e+18, 1.51851e+18, 1.02663e+13, 1.4958e+14, 4.13551e+13, 6.49561e+14
8.97844e-05, 402.15, 1.82493e+19, 6.00704e+08, 3.03448e+18, 1.51851e+18, 1.02276e+13, 1.49034e+14, 4.12112e+13, 6.49608e+14
8.98844e-05, 402.151, 1.82492e+19, 5.963e+08, 3.03447e+18, 1.5185e+18, 1.0189e+13, 1.48491e+14, 4.10678e+13, 6.49654e+14
8.99844e-05, 402.152, 1.82492e+19, 5.91938e+08, 3.03447e+18, 1.5185e+18, 1.01506e+13, 1.4795e+14, 4.09248e+13, 6.49701e+14
9.00844e-05, 402.153, 1.82491e+19, 5.87615e+08, 3.03446e+18, 1.5185e+18, 1.01123e+13, 1.4741e+14, 4.07823e+13, 6.49746e+14
9.01844e-05, 402.154, 1.82491e+19, 5.83331e+08, 3.03445e+18, 1.51849e+18, 1.00742e+13, 1.46873e+14, 4.06402e+13, 6.49792e+14
9.02844e-05, 402.155, 1.8249e+19, 5.79086e+08, 3.03444e+18, 1.51849e+18, 1.00363e+13, 1.46337e+14, 4.04986e+13, 6.49837e+14
9.03844e-05, 402.157, 1.8249e+19, 5.7488e+08, 3.03443e+18, 1.51849e+18, 9.99845e+12, 1.45803e+14, 4.03575e+13, 6.49882e+14
9.04844e-05, 402.158, 1.82489e+19, 5.70711e+08, 3.03443e+18, 1.51848e+18, 9.96077e+12, 1.45271e+14, 4.02167e+13, 6.49926e+14
9.05844e-05, 402.159, 1.82489e+19, 5.6658e+08, 3.03442e+18, 1.51848e+18, 9.92325e+12, 1.44742e+14, 4.00765e+13, 6.4997e+14
9.06844e-05, 402.16, 1.82488e+19, 5.62487e+08, 3.03441e+18, 1.51848e+18, 9.88586e+12, 1.44214e+14, 3.99366e+13, 6.50014e+14
9.07844e-05, 402.161, 1.82488e+19, 5.5843e+08, 3.0344e+18, 1.51847e+18, 9.84863e+12, 1.43688e+14, 3.97973e+13, 6.50057e+14
9.08844e-05, 402.162, 1.82487e+19, 5.54409e+08, 3.0344e+18, 1.51847e+18, 9.81153e+12, 1.43164e+14, 3.96583e+13, 6.501e+14
9.09844e-05, 402.163, 1.82487e+19, 5.50424e+08, 3.03439e+18, 1.51846e+18, 9.77458e+12, 1.42642e+14, 3.95198e+13, 6.50143e+14
9.10844e-05, 402.164, 1.82486e+19, 5.46475e+08, 3.03438e+18, 1.51846e+18, 9.73777e+12, 1.42121e+14, 3.93818e+13, 6.50185e+14
9.11844e-05, 402.165, 1.82486e+19, 5.42561e+08, 3.03437e+18, 1.51846e+18, 9.7011e+12, 1.41603e+14, 3.92442e+13, 6.50227e+14
9.12844e-05, 402.166, 1.82485e+19, 5.38681e+08, 3.03437e+18, 1.51845e+18, 9.66457e+12, 1.41086e+14, 3.9107e+13, 6.50269e+14
9.13844e-05, 402.167, 1.82485e+19, 5.34836e+08, 3.03436e+18, 1.51845e+18, 9.62819e+12, 1.40572e+14, 3.89703e+13, 6.50311e+14
9.14844e-05, 402.168, 1.82484e+19, 5.31024e+08, 3.03435e+18, 1.51845e+18, 9.59194e+12, 1.40059e+14, 3.8834e+13, 6.50352e+14
9.15844e-05, 402.169, 1.82484e+19, 5.27246e+08, 3.03434e+18, 1.51844e+18, 9.55583e+12, 1.39548e+14, 3.86982e+13, 6.50392e+14
9.16844e-05, 402.17, 1.82484e+19, 5.23502e+08, 3.03434e+18, 1.51844e+18, 9.51986e+12, 1.39039e+14, 3.85628e+13, 6.50433e+14
9.17844e-05, 402.171, 1.82483e+19, 5.1979e+08, 3.03433e+18, 1.51844e+18, 9.48403e+12, 1.38532e+14, 3.84278e+13, 6.50473e+14
9.18844e-05, 402.172, 1.82483e+19, 5.1611e+08, 3.03432e+18, 1.51844e+18, 9.44834e+12, 1.38027e+14, 3.82933e+13, 6.50513e+14
9.19844e-05, 402.173, 1.82482e+19, 5.12463e+08, 3.03431e+18, 1.51843e+18, 9.41278e+12, 1.37523e+14, 3.81592e+13, 6.50552e+14
9.20844e-05, 402.174, 1.82482e+19, 5.08847e+08, 3.03431e+18, 1.51843e+18, 9.37736e+12, 1.37022e+14, 3.80255e+13, 6.50592e+14
9.21844e-05, 402.175, 1.82481e+19, 5.05263e+08, 3.0343e+18, 1.51843e+18, 9.34208e+12, 1.36522e+14, 3.78923e+13, 6.50631e+14
9.22844e-05, 402.176, 1.82481e+19, 5.0171e+08, 3.03429e+18, 1.51842e+18, 9.30693e+12, 1.36024e+14, 3.77595e+13, 6.50669e+14
9.23844e-05, 402.177, 1.8248e+19, 4.98187e+08, 3.03428e+18, 1.51842e+18, 9.27192e+12, 1.35528e+14, 3.76271e+13, 6.50708e+14
9.24844e-05, 402.178, 1.8248e+19, 4.94695e+08, 3.03428e+18, 1.51842e+18, 9.23704e+12, 1.35033e+14, 3.74951e+13, 6.50746e+14
9.25844e-05, 402.179, 1.8248e+19, 4.91233e+08, 3.03427e+18, 1.51841e+18, 9.20229e+12, 1.34541e+14, 3.73636e+13, 6.50783e+14
9.26844e-05, 402.18, 1.82479e+19, 4.878e+08, 3.03426e+18, 1.51841e+18, 9.16768e+12, 1.3405e+14, 3.72325e+13, 6.50821e+14
9.27844e-05, 402.181, 1.82479e+19, 4.84397e+08, 3.03426e+18, 1.51841e+18, 9.1332e+12, 1.33561e+14, 3.71019e+13, 6.50858e+14
9.28844e-05, 402.182, 1.82478e+19, 4.81023e+08, 3.03425e+18, 1.5184e+18, 9.09885e+12, 1.33074e+14, 3.69716e+13, 6.50895e+14
9.29844e-05, 402.183, 1.82478e+19, 4.77678e+08, 3.03424e+18, 1.5184e+18, 9.06464e+12, 1.32588e+14, 3.68418e+13, 6.50932e+14
9.30844e-05, 402.184, 1.82477e+19, 4.74361e+08, 3.03424e+18, 1.5184e+18, 9.03055e+12, 1.32105e+14, 3.67124e+13, 6.50968e+14
9.31844e-05, 402.185, 1.82477e+19, 4.71072e+08, 3.03423e+18, 1.51839e+18, 8.9966e+12, 1.31623e+14, 3.65835e+13, 6.51004e+14
9.32844e-05, 402.186, 1.82476e+19, 4.67812e+08, 3.03422e+18, 1.51839e+18, 8.96278e+12, 1.31143e+14, 3.64549e+13, 6.5104e+14
9.33844e-05, 402.187, 1.82476e+19, 4.64578e+08, 3.03422e+18, 1.51839e+18, 8.92908e+12, 1.30665e+14, 3.63268e+13, 6.51076e+14
9.34844e-05, 402.187, 1.82476e+19, 4.61372e+08, 3.03421e+18, 1.51838e+18, 8.89552e+12, 1.30188e+14, 3.61991e+13, 6.51111e+14
9.35844e-05, 402.188, 1.82475e+19, 4.58193e+08, 3.0342e+18, 1.51838e+18, 8.86208e+12, 1.29713e+14, 3.60718e+13, 6.51146e+14
9.36844e-05, 402.189, 1.82475e+19, 4.55041e+08, 3.03419e+18, 1.51838e+18, 8.82877e+12, 1.2924e+14, 3.59449e+13, 6.51181e+14
9.37844e-05, 402.19, 1.82474e+19, 4.51915e+08, 3.03419e+18, 1.51837e+18, 8.79559e+12, 1.28769e+14, 3.58185e+13, 6.51215e+14
9.38844e-05, 402.191, 1.82474e+19, 4.48816e+08, 3.03418e+18, 1.51837e+18, 8.76254e+12, 1.28299e+14, 3.56924e+13, 6.51249e+14
9.39844e-05, 402.192, 1.82473e+19, 4.45742e+08, 3.03417e+18, 1.51837e+18, 8.72961e+12, 1.27831e+14, 3.55668e+13, 6.51283e+14
9.40844e-05, 402.193, 1.82473e+19, 4.42693e+08, 3.03417e+18, 1.51837e+18, 8.69681e+12, 1.27365e+14, 3.54416e+13, 6.51317e+14
9.41844e-05, 402.194, 1.82473e+19, 4.3967e+08, 3.03416e+18, 1.51836e+18, 8.66413e+12, 1.26901e+14, 3.53168e+13, 6.51351e+14
9.42844e-05, 402.195, 1.82472e+19, 4.36673e+08, 3.03415e+18, 1.51836e+18, 8.63158e+12, 1.26438e+14, 3.51924e+13, 6.51384e+14
9.43844e-05, 402.196, 1.82472e+19, 4.337e+08, 3.03415e+18, 1.51836e+18, 8.59915e+12, 1.25977e+14, 3.50684e+13, 6.51417e+14
9.44844e-05, 402.197, 1.82471e+19, 4.30751e+08, 3.03414e+18, 1.51835e+18, 8.56685e+12, 1.25517e+14, 3.49448e+13, 6.51449e+14
9.45844e-05, 402.198, 1.82471e+19, 4.27827e+08, 3.03414e+18, 1.51835e+18, 8.53467e+12, 1.2506e+14, 3.48217e+13, 6.51482e+14
9.46844e-05, 402.199, 1.82471e+19, 4.24927e+08, 3.03413e+18, 1.51835e+18, 8.50261e+12, 1.24604e+14, 3.46989e+13, 6.51514e+14
9.47844e-05, 402.2, 1.8247e+19, 4.22051e+08, 3.03412e+18, 1.51834e+18, 8.47068e+12, 1.2415e+14, 3.45766e+13, 6.51546e+14
9.48844e-05, 402.2, 1.8247e+19, 4.19198e+08, 3.03412e+18, 1.51834e+18, 8.43887e+12, 1.23697e+14, 3.44546e+13, 6.51578e+14
9.49844e-05, 402.201, 1.82469e+19, 4.16369e+08, 3.03411e+18, 1.51834e+18, 8.40718e+12, 1.23246e+14, 3.43331e+13, 6.5161e+14
9.50844e-05, 402.202, 1.82469e+19, 4.13562e+08, 3.0341e+18, 1.51834e+18, 8.37561e+12, 1.22797e+14, 3.42119e+13, 6.51641e+14
9.51844e-05, 402.203, 1.82468e+19, 4.10779e+08, 3.0341e+18, 1.51833e+18, 8.34416e+12, 1.22349e+14, 3.40912e+13, 6.51672e+14
9.52844e-05, 402.204, 1.82468e+19, 4.08018e+08, 3.03409e+18, 1.51833e+18, 8.31284e+12, 1.21903e+14, 3.39708e+13, 6.51703e+14
9.53844e-05, 402.205, 1.82468e+19, 4.0528e+08, 3.03408e+18, 1.51833e+18, 8.28163e+12, 1.21459e+14, 3.38509e+13, 6.51733e+14
9.54844e-05, 402.206, 1.82467e+19, 4.02564e+08, 3.03408e+18, 1.51832e+18, 8.25054e+12, 1.21016e+14, 3.37313e+13, 6.51764e+14
9.55844e-05, 402.207, 1.82467e+19, 3.99869e+08, 3.03407e+18, 1.51832e+18, 8.21957e+12, 1.20575e+14, 3.36122e+13, 6.51794e+14
9.56844e-05, 402.208, 1.82466e+19, 3.97197e+08, 3.03407e+18, 1.51832e+18, 8.18872e+12, 1.20135e+14, 3.34934e+13, 6.51824e+14
9.57844e-05, 402.208, 1.82466e+19, 3.94546e+08, 3.03406e+18, 1.51831e+18, 8.15798e+12, 1.19697e+14, 3.33751e+13, 6.51854e+14
9.58844e-05, 402.209, 1.82466e+19, 3.91916e+08, 3.03405e+18, 1.51831e+18, 8.12737e+12, 1.19261e+14, 3.32571e+13, 6.51883e+14
9.59844e-05, 402.21, 1.82465e+19, 3.89308e+08, 3.03405e+18, 1.51831e+18, 8.09687e+12, 1.18826e+14, 3.31396e+13, 6.51913e+14
9.60844e-05, 402.211, 1.82465e+19, 3.8672e+08, 3.03404e+18, 1.51831e+18, 8.06648e+12, 1.18393e+14, 3.30224e+13, 6.51942e+14
9.61844e-05, 402.212, 1.82465e+19, 3.84153e+08, 3.03403e+18, 1.5183e+18, 8.03621e+12, 1.17962e+14, 3.29056e+13, 6.51971e+14
9.62844e-05, 402.213, 1.82464e+19, 3.81606e+08, 3.03403e+18, 1.5183e+18, 8.00606e+12, 1.17532e+14, 3.27892e+13, 6.51999e+14
9.63844e-05, 402.214, 1.82464e+19, 3.7908e+08, 3.03402e+18, 1.5183e+18, 7.97603e+12, 1.17104e+14, 3.26732e+13, 6.52028e+14
9.64844e-05, 402.214, 1.82463e+19, 3.76574e+08, 3.03402e+18, 1.51829e+18, 7.9461e+12, 1.16677e+14, 3.25576e+13, 6.52056e+14
9.65844e-05, 402.215, 1.82463e+19, 3.74088e+08, 3.03401e+18, 1.51829e+18, 7.9163e+12, 1.16252e+14, 3.24424e+13, 6.52084e+14
9.66844e-05, 402.216, 1.82463e+19, 3.71621e+08, 3.034e+18, 1.51829e+18, 7.8866e+12, 1.15828e+14, 3.23275e+13, 6.52112e+14
9.67844e-05, 402.217, 1.82462e+19, 3.69174e+08, 3.034e+18, 1.51829e+18, 7.85702e+12, 1.15407e+14, 3.22131e+13, 6.52139e+14
9.68844e-05, 402.218, 1.82462e+19, 3.66746e+08, 3.03399e+18, 1.51828e+18, 7.82755e+12, 1.14986e+14, 3.2099e+13, 6.52167e+14
9.69844e-05, 402.219, 1.82461e+19, 3.64338e+08, 3.03399e+18, 1.51828e+18, 7.7982e+12, 1.14567e+14, 3.19853e+13, 6.52194e+14
9.70844e-05, 402.22, 1.82461e+19, 3.61948e+08, 3.03398e+18, 1.51828e+18, 7.76895e+12, 1.1415e+14, 3.1872e+13, 6.52221e+14
9.71844e-05, 402.22, 1.82461e+19, 3.59577e+08, 3.03398e+18, 1.51828e+18, 7.73982e+12, 1.13734e+14, 3.1759e+13, 6.52248e+14
9.72844e-05, 402.221, 1.8246e+19, 3.57225e+08, 3.03397e+18, 1.51827e+18, 7.7108e+12, 1.1332e+14, 3.16465e+13, 6.52275e+14
9.73844e-05, 402.222, 1.8246e+19, 3.54891e+08, 3.03396e+18, 1.51827e+18, 7.68189e+12, 1.12907e+14, 3.15343e+13, 6.52301e+14
9.74844e-05, 402.223, 1.8246e+19, 3.52575e+08, 3.03396e+18, 1.51827e+18, 7.65309e+12, 1.12496e+14, 3.14225e+13, 6.52327e+14
9.75844e-05, 402.224, 1.82459e+19, 3.50277e+08, 3.03395e+18, 1.51826e+18, 7.6244e+12, 1.12086e+14, 3.13111e+13, 6.52353e+14
9.76844e-05, 402.225, 1.82459e+19, 3.47997e+08, 3.03395e+18, 1.51826e+18, 7.59582e+12, 1.11678e+14, 3.12e+13, 6.52379e+14
9.77844e-05, 402.225, 1.82458e+19, 3.45735e+08, 3.03394e+18, 1.51826e+18, 7.56735e+12, 1.11271e+14, 3.10894e+13, 6.52405e+14
9.78844e-05, 402.226, 1.82458e+19, 3.43491e+08, 3.03394e+18, 1.51826e+18, 7.53899e+12, 1.10866e+14, 3.09791e+13, 6.52431e+14
9.79844e-05, 402.227, 1.82458e+19, 3.41263e+08, 3.03393e+18, 1.51825e+18, 7.51073e+12, 1.10463e+14, 3.08692e+13, 6.52456e+14
9.80844e-05, 402.228, 1.82457e+19, 3.39053e+08, 3.03392e+18, 1.51825e+18, 7.48258e+12, 1.1006e+14, 3.07596e+13, 6.52481e+14
9.81844e-05, 402.229, 1.82457e+19, 3.3686e+08, 3.03392e+18, 1.51825e+18, 7.45454e+12, 1.0966e+14, 3.06504e+13, 6.52506e+14
9.82844e-05, 402.229, 1.82457e+19, 3.34684e+08, 3.03391e+18, 1.51825e+18, 7.42661e+12, 1.09261e+14, 3.05416e+13, 6.52531e+14
9.83844e-05, 402.23, 1.82456e+19, 3.32525e+08, 3.03391e+18, 1.51824e+18, 7.39878e+12, 1.08863e+14, 3.04332e+13, 6.52555e+14
9.84844e-05, 402.231, 1.82456e+19, 3.30382e+08, 3.0339e+18, 1.51824e+18, 7.37106e+12, 1.08467e+14, 3.03251e+13, 6.5258e+14
9.85844e-05, 402.232, 1.82455e+19, 3.28256e+08, 3.0339e+18, 1.51824e+18, 7.34345e+12, 1.08072e+14, 3.02174e+13, 6.52604e+14
9.86844e-05, 402.233, 1.82455e+19, 3.26146e+08, 3.03389e+18, 1.51823e+18, 7.31594e+12, 1.07679e+14, 3.011e+13, 6.52628e+14
9.87844e-05, 402.233, 1.82455e+19, 3.24052e+08, 3.03389e+18, 1.51823e+18, 7.28853e+12, 1.07287e+14, 3.0003e+13, 6.52652e+14
9.88844e-05, 402.234, 1.82454e+19, 3.21974e+08, 3.03388e+18, 1.51823e+18, 7.26123e+12, 1.06896e+14, 2.98964e+13, 6.52676e+14
9.89844e-05, 402.235, 1.82454e+19, 3.19911e+08, 3.03387e+18, 1.51823e+18, 7.23403e+12, 1.06507e+14, 2.97901e+13, 6.527e+14
9.90844e-05, 402.236, 1.82454e+19, 3.17865e+08, 3.03387e+18, 1.51822e+18, 7.20694e+12, 1.0612e+14, 2.96842e+13, 6.52723e+14
9.91844e-05, 402.237, 1.82453e+19, 3.15834e+08, 3.03386e+18, 1.51822e+18, 7.17995e+12, 1.05734e+14, 2.95787e+13, 6.52746e+14
9.92844e-05, 402.237, 1.82453e+19, 3.13818e+08, 3.03386e+18, 1.51822e+18, 7.15307e+12, 1.05349e+14, 2.94735e+13, 6.52769e+14
9.93844e-05, 402.238, 1.82453e+19, 3.11818e+08, 3.03385e+18, 1.51822e+18, 7.12628e+12, 1.04966e+14, 2.93687e+13, 6.52792e+14
9.94844e-05, 402.239, 1.82452e+19, 3.09832e+08, 3.03385e+18, 1.51821e+18, 7.0996e+12, 1.04584e+14, 2.92642e+13, 6.52815e+14
9.95844e-05, 402.24, 1.82452e+19, 3.07862e+08, 3.03384e+18, 1.51821e+18, 7.07302e+12, 1.04204e+14, 2.91601e+13, 6.52838e+14
9.96844e-05, 402.24, 1.82452e+19, 3.05907e+08, 3.03384e+18, 1.51821e+18, 7.04654e+12, 1.03825e+14, 2.90564e+13, 6.5286e+14
9.97844e-05, 402.241, 1.82451e+19, 3.03966e+08, 3.03383e+18, 1.51821e+18, 7.02016e+12, 1.03447e+14, 2.8953e+13, 6.52882e+14
9.98844e-05, 402.242, 1.82451e+19, 3.02039e+08, 3.03383e+18, 1.5182e+18, 6.99388e+12, 1.03071e+14, 2.88499e+13, 6.52904e+14
9.99844e-05, 402.243, 1.82451e+19, 3.00128e+08, 3.03382e+18, 1.5182e+18, 6.9677e+12, 1.02696e+14, 2.87472e+13, 6.52926e+14
0.0001, 402.243, 1.8245e+19, 2.99831e+08, 3.03382e+18, 1.5182e+18, 6.96363e+12, 1.02638e+14, 2.87312e+13, 6.5293e+14
0.000100001, 402.243, 1.8245e+19, 1.314e+10, 3.03382e+18, 1.5182e+18, 7.08175e+12, 1.02692e+14, 2.87338e+13, 6.52935e+14
0.000100001, 402.243, 1.8245e+19, 2.58288e+10, 3.03382e+18, 1.5182e+18, 7.19893e+12, 1.0275e+14, 2.87377e+13, 6.52941e+14
0.000100002, 402.243, 1.8245e+19, 3.84562e+10, 3.03382e+18, 1.5182e+18, 7.31559e+12, 1.02808e+14, 2.87416e+13, 6.52946e+14
0.000100002, 402.243, 1.8245e+19, 5.10438e+10, 3.03382e+18, 1.5182e+18, 7.43189e+12, 1.02866e+14, 2.87456e+13, 6.52952e+14
0.000100002, 402.243, 1.8245e+19, 6.36017e+10, 3.03382e+18, 1.5182e+18, 7.54793e+12, 1.02924e+14, 2.87496e+13, 6.52957e+14
0.000100002, 402.244, 1.8245e+19, 7.6136e+10, 3.03382e+18, 1.5182e+18, 7.66375e+12, 1.02982e+14, 2.87536e+13, 6.52963e+14
0.000100002, 402.244, 1.8245e+19, 8.86506e+10, 3.03381e+18, 1.5182e+18, 7.7794e+12, 1.0304e+14, 2.87575e+13, 6.52968e+14
0.000100002, 402.244, 1.8245e+19, 1.01148e+11, 3.03381e+18, 1.5182e+18, 7.89489e+12, 1.03098e+14, 2.87615e+13, 6.52974e+14
0.000100002, 402.244, 1.8245e+19, 1.13632e+11, 3.03381e+18, 1.5182e+18, 8.01025e+12, 1.03155e+14, 2.87655e+13, 6.52979e+14
